State	Airport ID	Airport / Location	Last Reported	Vehicle Description
Oklahoma	KSWO	Stillwater Regional - Stillwater Flight Center	8/2025	Courtesy car available
Oklahoma	KTQH	Tahlequah Municipal	8/2024	Black Nissan Cube; great hospitality
Oklahoma	KTUL	Tulsa International - US Aviation / Atlantic / Sparks Aviation	8/2025	Cars at multiple FBOs; Sparks has Suburban
Oklahoma	KRVS	Tulsa - Jones Airport / Riverside Jet & Christensen Aviation	8/2025	Cars at multiple FBOs
Oklahoma	H04	Vinita Municipal - Lincoln Town Car owned by city	8/2024	Lincoln Town Car; call for keys; walk to McDonald's nearby
Oregon	KAST	Astoria Regional	4/2025	Blue Impala; 2-hour limit; business hours
Oregon	KUAO	Aurora State - Atlantic & Willamette Aviation	7/2024	Cars at multiple FBOs; Suburban at Willamette
Oregon	KBDN	Bend - Skyservice	7/2024	Ford Explorer
Oregon	3S4	Cave Junction - Illinois Valley	7/2024	Courtesy transportation
Oregon	KCVO	Corvallis Municipal	7/2024	Old Eagle courtesy car
Oregon	77S	Creswell - Hobby Field	8/2024	Courtesy car available
Oregon	KDLS	Dalles - Columbia Gorge Regional / Hood Aero	9/2025	Honda Civic
Oregon	8S4	Enterprise Municipal - Flight Service	8/2024	Courtesy car available
Oregon	KEUG	Eugene - Mahlon Sweet Field / Atlantic	7/2024	Courtesy car available
Oregon	6S2	Florence	4/2025	Ford C-Max electric hybrid; also bicycles
Oregon	3S8	Grants Pass - Pacific Aviation Northwest	11/2024	Courtesy car available
Oregon	KHRI	Hermiston Municipal - Gorge Aviation	10/2024	2 cars including passenger van
Oregon	4S2	Hood River - Ken Jernstedt / Hood Aero	8/2024	Courtesy car available
Oregon	7S5	Independence State - Nutsch Aviation	8/2024	Hyundai crew car; availability uncertain
Oregon	KGCD	John Day - Grant County Regional	8/2024	2 cars
Oregon	KLGD	La Grande/Union County Airport	7/2024	Courtesy transportation
Oregon	9S9	Lexington Airport	4/2024	Car; call manager for lockbox code
Oregon	S33	Madras Municipal - Berg Air	4/2025	Car available per website
Oregon	KMFR	Medford - Rogue Valley Intl / Million Air	9/2024	Car available; $40 ramp and $10 security fee
Oregon	KONP	Newport Municipal	7/2025	2 courtesy cars available
Oregon	KOTH	North Bend - SW ORE Regional / Coos Aviation	7/2025	Minivan and Chevy Traverse
Oregon	KPDX	Portland International - Atlantic	8/2024	Courtesy car available
Oregon	KHIO	Portland - Hillsboro / Aero Air / Global / Hillsboro Aviation	7/2025	Cars at multiple FBOs
Oregon	KTTD	Portland - Troutdale / Gorge Winds Aviation	7/2025	Courtesy car available
Oregon	S39	Prineville Airport - Hood Aero	7/2025	2 cars; overnight at local hotel OK
Oregon	KRDM	Redmond - Roberts Field / SkyService	6/2025	2 Ford Explorers
Oregon	KRBG	Roseburg Regional - Western Ore. Flying Service	4/2025	Car available
Oregon	KSLE	Salem - McNary Field / Salem Aviation Fueling	8/2024	Courtesy car available
Oregon	KSPB	Scapoose - Transwestern	7/2025	Courtesy transportation
Oregon	6K5	Sisters - Eagle Air / Police Interceptor Ford Explorer	5/2025	Ford Explorer; 4-hour limit; bikes available; camping
Oregon	S21	Sunriver Airport	5/2025	1990s F-150; ~1 hour limit; free resort shuttle also
Oregon	KTMK	Tillamook Airport	4/2024	2 Crown Vics; first come first served
Pennsylvania	KXLL	Allentown Queen City - SUV	4/2025	SUV; no overnights
Pennsylvania	KAOO	Altoona Flight Service	8/2024	Courtesy car available
Pennsylvania	KBVI	Beaver Falls - Beaver County Airport	8/2024	Courtesy car; no service fee for jets only
Pennsylvania	KHMZ	Bedford - Bun Air	4/2025	2 cars
Pennsylvania	KFIG	Clearfield - Lawrence Airport	8/2024	Buick Lucerne
Pennsylvania	KMQS	Coatesville - Chester County / Signature	9/2024	Courtesy car available
Pennsylvania	KVVS	Connellsville - Joseph A Hardy Connellsville	10/2024	Courtesy cars; first come or call ahead
Pennsylvania	KERI	Erie International - Todd reports car	4/2025	Car available
Pennsylvania	KHZL	Hazleton Regional	8/2024	Car during business hours
Pennsylvania	KCXY	Harrisburg - Capital City / Skyport-Volo	8/2024	2010 Toyota Camry
Pennsylvania	KIDI	Indiana - Indiana County / Jimmy Stewart Field	9/2024	Courtesy car; cafe on field
Pennsylvania	KLNS	Lancaster Airport - Alliance Aviation	11/2023	Courtesy car; no ramp fees; no fuel minimum
Pennsylvania	KABE	Allentown - Lehigh Valley / Air Elite	8/2024	Late model Chrysler 200 via National Car Rental; free; FCFS
Pennsylvania	KLHV	Lock Haven - Wm T Piper Memorial	8/2024	Shuttle car to/from
Pennsylvania	KGKJ	Meadville - Port Leadville	8/2024	Courtesy transportation
Pennsylvania	KMPO	Mount Pocono - Pocono Mountains Municipal	8/2024	Car; call before you go
Pennsylvania	KPNE	Northeast Philadelphia - Atlantic Aviation	7/2024	Courtesy car available
Pennsylvania	KLOM	Philadelphia - Wings Field / Fly Advanced	8/2024	Courtesy car available
Pennsylvania	KAGC	Pittsburgh - Allegheny Co. / Atlantic & Corporate Air	4/2025	Cars at multiple FBOs; Corporate Air has Lincoln
Pennsylvania	KPTW	Pottstown Heritage Field - Pitcairn Aviation	8/2024	Courtesy car available
Pennsylvania	KRDG	Reading Regional - Reading Aviation	8/2024	Courtesy car available
Pennsylvania	KSEG	Sellinsgrove - Penn Valley Energy Aviation	8/2024	Courtesy car available
Pennsylvania	2G9	Somerset	4/2025	GMC available; Flight 93 Memorial nearby
Pennsylvania	KUNV	State College - University Park / one Kia	4/2025	Kia; first come first served; 2-hour limit
Pennsylvania	KOYM	St Marys Municipal - van available	6/2024	Van at airport
Pennsylvania	N57	Toughkenamon - New Garden Airport	6/2024	Courtesy car available
Pennsylvania	N27	Towanda - Bradford County Airport	9/2024	2 courtesy cars
Pennsylvania	KAFJ	Washington Co. - Skyward Aviation	8/2024	Courtesy car available
Pennsylvania	N38	Wellsboro - Johnston Airport	4/2025	Small SUV; contact FBO manager
Pennsylvania	KAVP	Wilkes-Barre Scranton Intl - Aviation Technologies	8/2024	Courtesy car available
Pennsylvania	KIPT	Williamsport Regional - Energy Aviation	4/2025	Car available
Pennsylvania	KTHV	York Airport	8/2024	Car available
Rhode Island	KPVD	Providence - Theodore Francis Green / Atlantic	8/2025	Courtesy car available
South Carolina	KAND	Anderson Regional	8/2024	Impala and Explorer
South Carolina	KBNL	Barnwell Regional	8/2025	Courtesy van; mogas 24/7
South Carolina	KARW	Beaufort County	8/2025	White Suburban
South Carolina	KBBP	Bennettsville - Marlboro County Jetport	10/2024	Old mini-van; will get to town and back
South Carolina	KCDN	Camden - Woodward Field	8/2024	Ford Escape
South Carolina	KJZI	Charleston Executive / Atlantic Aviation	8/2024	2 Camrys
South Carolina	KCEU	Clemson - Oconee County Regional	8/2024	2 cars
South Carolina	KCAE	Columbia Metro - Eagle Aviation & Columbia Aviation	8/2025	Cars at multiple FBOs
South Carolina	KCUB	Columbia - Owens / Eagle Aviation	8/2025	Courtesy car available
South Carolina	KFLO	Florence Regional - Precision Aviation	8/2025	1 car
South Carolina	KGGE	Georgetown - 7 Rivers Aviation	8/2025	Courtesy car available
South Carolina	KGYH	Greenville - Donaldson Field / Donaldson Jet Center	8/2025	Courtesy car available
South Carolina	KGSP	Greer - Greenville Spartanburg Intl / Cerulean Aviation	8/2025	Courtesy car available
South Carolina	KHVS	Hartsville Regional - RiseAero	8/2024	1 car
South Carolina	KLKR	Lancaster - Lancaster County	7/2024	Courtesy transportation
South Carolina	KLUX	Laurens	8/2025	Courtesy car available
South Carolina	KMYR	Myrtle Beach International - Beach Aviation	8/2025	Toyota Camry; first come first served
South Carolina	KCRE	North Myrtle Beach - Grand Strand / Beach Aviation	8/2025	Camry available
South Carolina	KLRO	Mt Pleasant Regional - Dodge Durango	8/2025	Dodge Durango
South Carolina	KMKS	Moncks Corner	8/2025	Courtesy car available
South Carolina	KEOE	Newberry County Airport	8/2025	Car; sleep room, kitchen; restaurants nearby
South Carolina	KOGB	Orangeburg Municipal	8/2024	Dodge Durango and Crown Vic
South Carolina	KLQK	Pickens County - Crown Vic	8/2025	Crown Vic
South Carolina	KUZA	Rock Hill - York Co. / Skytech	8/2025	Courtesy car available
South Carolina	KSPA	Spartanburg Downtown Memorial	8/2025	Courtesy car; cafe on field
South Carolina	KSMS	Sumter Airport - On Eagles Wings	4/2025	Courtesy car available
South Carolina	KRBW	Walterboro - Low Country FBO	8/2025	Courtesy car available
South Dakota	KABR	Aberdeen Regional - Hangar 9 Aviation	8/2024	Cars always available for flying travelers
South Dakota	KEFC	Belle Fourche Muni - Belle Fourche Aero	4/2025	Dodge Durango and Chevy Impala
South Dakota	KBKX	Brookings - Pheasant's Fury Aviation	8/2024	White Chrysler
South Dakota	7G9	Canton Muni	10/2024	Car; keys in office; 24/7 access
South Dakota	8D7	Clark Municipal	4/2025	Car; call Jed for key location
South Dakota	0D8	Gettysburg Municipal	4/2025	Former police car; call city office
South Dakota	KHSR	Hot Springs Municipal	8/2025	2 cars; free with fuel; rental $20-40/day
South Dakota	KHON	Huron Regional - Revv Aviation	8/2024	Courtesy transportation
South Dakota	KMHE	Mitchell Municipal - Wright Brothers Aviation	8/2024	In-town use only
South Dakota	KMBG	Mobridge Muni	8/2024	Car; within 5 miles and 2 hours; mogas
South Dakota	KPIR	Pierre Regional - Mustang Aviation	8/2024	2 courtesy cars; 90-min limit; fee after that
South Dakota	KRAP	Rapid City Regional - West Jet Air Center	8/2025	4 cars at full-service FBO
South Dakota	KFSD	Sioux Falls - Maverick & Signature	8/2024	Cars at multiple FBOs; 2025 Camry at Signature; no ramp fees at Maverick
South Dakota	KSPF	Spearfish - Black Hills / Eagle Aviation	8/2024	Courtesy car available
South Dakota	49B	Sturgis Municipal - CB&B Aviation	8/2024	Van; free ramp; cheap hangars
South Dakota	Y14	Tea - Lincoln County / Legacy Aviation	8/2024	Car available
South Dakota	KVMR	Vermillion - Ford 4-door	8/2024	Ford 4-door; nice car
South Dakota	KICR	Winner Regional - Howard Aviation	7/2024	Car; great husband/wife mechanic team
South Dakota	KYKN	Yankton - Gurney Muni	8/2024	Minivan; call ahead for key
Tennessee	0M4	Camden - Benton County	8/2024	Mini-van and 15-passenger van; M-Sat 8-4
Tennessee	KGHM	Centerville Muni	8/2025	Courtesy car available
Tennessee	KCHA	Chattanooga - Lovell Field / Wilson Air	8/2025	2 cars; first come first served
Tennessee	KCKV	Clarksville - Outlaw Field	8/2025	Courtesy car available
Tennessee	KRZR	Cleveland - Contour Flight Support	8/2025	At least 2 crew cars; beautiful FBO
Tennessee	KFGU	Collegedale Municipal	8/2025	2008 Dodge Charger; $15 for 3 hours
Tennessee	KMRC	Columbia/Mt Pleasant - Maury Co.	4/2025	Courtesy car available
Tennessee	M04	Covington Muni	8/2025	Crew car available
Tennessee	KCSV	Crossville - Azure Flight Support	8/2025	Courtesy car available
Tennessee	2A0	Dayton	8/2024	Ford Explorer
Tennessee	M02	Dickson Municipal	8/2025	2 cars; first come first served
Tennessee	KXNX	Gallatin - Music City Executive / Jet Access	8/2025	Honda crew car
Tennessee	KGCY	Greeneville - Greene County Municipal	8/2025	Courtesy car available
Tennessee	0M3	Hohenwald - Baker Field	8/2025	Courtesy transportation
Tennessee	KHZD	Huntingdon - Carroll Country	8/2024	Ford Windstar van
Tennessee	KMKL	Jackson - McKellar-Sipes Regional	4/2025	Courtesy car available
Tennessee	KDKX	Knoxville Downtown Island	8/2025	Honda and Chevy; 2-hour limit; 7am-10pm
Tennessee	KTYS	Knoxville - McGhee Tyson / Signature	8/2025	Courtesy car available
Tennessee	3M7	Lafayette Muni - Sky Chaser Aviation	4/2025	Old-school FBO; cheap fuel
Tennessee	2M2	Lawrenceburg - Lawrence County	5/2024	2 cars
Tennessee	M54	Lebanon Municipal - Direct Flight Solutions	8/2025	Courtesy car available
Tennessee	KPVE	Lexington - Parsons - Beech City Regional	8/2025	One car
Tennessee	8A3	Livingston Muni - TN Vertical Flight	8/2024	Chrysler van and 15-passenger Chevy
Tennessee	KMNV	Madisonville - Monroe County	8/2024	Car; great manager Tom with sometimes home cooking
Tennessee	KRNC	McMinnville - Warren Co Memorial	8/2025	Courtesy car available
Tennessee	KMEM	Memphis International - Wilson Air & Signature	8/2025	Cars at multiple FBOs
Tennessee	M01	Memphis - General Dewitt Spain Airport	8/2024	Ford Focus and Ford Explorer; during staff hours
Tennessee	KNQA	Millington/Memphis Regional Jetport - CTI Aviation	8/2025	Brand new courtesy car
Tennessee	KMBT	Murfreesboro Muni	8/2025	Courtesy car available
Tennessee	KJWN	Nashville - Tune Airport / Contour	8/2025	Courtesy car available
Tennessee	KBNA	Nashville International - Atlantic & Signature	8/2025	Cars at multiple FBOs
Tennessee	KSCX	Oneida - Scott Muni	8/2025	Courtesy car available
Tennessee	KSYI	Shelbyville - Bomar Field	8/2024	Impala and Suburban
Tennessee	KMQY	Smyrna - Hollingshead & Azure Flight	8/2025	Cars at multiple FBOs
Tennessee	KFYE	Somerville - Fayette County	8/2025	Courtesy car available
Tennessee	KSRB	Sparta - Upper Cumberland Regional	8/2025	2 cars
Tennessee	KTHA	Tullahoma - Northern Field	4/2025	Courtesy car available
Tennessee	KUCY	Union City - Everett Stewart Regional	4/2025	3 courtesy vehicles: 2 vans and Ford Taurus
Tennessee	KBGF	Winchester Muni	4/2025	2 courtesy cars; self-serve fuel; nice terminal
Texas	KABI	Abilene Regional - Freeman Jet	4/2025	Courtesy car available
Texas	KALI	Alice International - Kali Aviation	8/2024	Navigator available
Texas	E38	Alpine - Casparis Municipal	8/2024	Courtesy car available
Texas	KTDW	Amarillo Tradewinds - car + cafe	8/2025	2 cars; $30-50 overnight fee; cafe on field
Texas	T00	Anahuac - Chambers County	8/2024	Courtesy car available
Texas	KLBX	Angleton - Lake Jackson	8/2025	Courtesy car available
Texas	KGKY	Arlington Municipal - Arlington Air Center	8/2025	Courtesy car available
Texas	KAUS	Austin - Bergstrom International / Signature & Million Air	7/2025	Cars at multiple FBOs
Texas	KEDC	Austin Exec - Henriksen Jet Center	8/2025	Courtesy car available
Texas	KHYI	Austin - San Marcos Municipal / Berry Aviation	8/2025	SUV available
Texas	KHPY	Baytown Airport - Raceco	8/2025	Courtesy car available
Texas	KBMT	Beaumont - Jack Brooks Regional	8/2024	2 old cop cars; no tie-down fees
Texas	KBEA	Beeville Municipal - Beeville Air	8/2025	Courtesy transportation
Texas	KBPG	Big Spring - Mc Mahon-Wrinkle Airport	8/2025	Courtesy car available
Texas	KBGD	Borger - Hutchinson Co.	8/2025	2 crew cars
Texas	0F2	Bowie Municipal	8/2025	Courtesy transportation
Texas	KBKD	Breckenridge - Stephens County	4/2025	Car available
Texas	11R	Brenham Municipal - Chevy Tahoe	4/2025	Chevy Tahoe; code in lockbox
Texas	KXBP	Bridgeport Muni	8/2025	1 courtesy car; 24-hour access
Texas	KBFE	Brownfield - Terry County	4/2025	Courtesy car available
Texas	KBWD	Brownwood Regional	4/2025	Free courtesy cars; call for availability
Texas	KBRO	Brownsville - Southmost Aviation & Hunt Pan Am	8/2025	Cars at multiple FBOs
Texas	KCFD	Bryan - Coulter Field / city FBO	8/2025	Car available
Texas	KBMQ	Burnet Municipal - Crosby Flying Service	8/2025	Car; CAF museum on field
Texas	7F3	Caddo Mills Municipal	6/2025	Courtesy car beside self-serve tanks
Texas	KCVB	Castroville - 2 cars	8/2025	2 cars; overnight with prior permission
Texas	KCLL	College Station - Astin Aviation	8/2024	At least 3 cars; 1-hour max loosely enforced
Texas	2F7	Commerce Municipal	8/2025	Courtesy transportation
Texas	KCXO	Conroe - Lone Star / Galaxy & GA Services	8/2025	Cars at multiple FBOs; cafe on field
Texas	KCRS	Corsicana	8/2025	3 crew vehicles: SUV and 2 Prius; reasonable fuel
Texas	KCOT	Cotulla - La Salle County / Page Aviation	8/2025	Several cars including rentals
Texas	KDHT	Dalhart Municipal - Flying W & Starlink	8/2025	Audi SUV at Flying W; cafe on field
Texas	KADS	Dallas - Addison / Atlantic / Galaxy / Million Air	8/2025	Cars at multiple FBOs
Texas	KDAL	Dallas Love Field / Atlantic & Signature	8/2025	Cars at multiple FBOs
Texas	KTKI	Dallas Collin Co. McKinney - McKinney Air	8/2025	Courtesy car available
Texas	KRBD	Dallas Exec - Jet Access & Ambassador Jet	8/2025	Courtesy transportation; cafe on field
Texas	KLUD	Decatur Municipal - Decatur Jet	8/2025	At least 1 car
Texas	KDRT	Del Rio International	4/2025	Car; 2-hour limit; stay in city; DL copy required
Texas	KDTO	Denton Municipal - Sheltair	8/2025	3 cars: 2 Fords and 1 Nissan
Texas	9F0	Dublin Municipal	8/2024	Car; first come first served; look behind the Wookie for keys
Texas	KOCH	Nacogdoches - A L Mangham Jr. Regional	7/2024	4 cars: Ford Explorer, Dodge Charger, Ford Fusion, Tahoe
Texas	60R	Navasota Municipal	4/2025	Car; call ahead as much as possible
Texas	KBAZ	New Braunfels Regional - City Terminal Flight	8/2024	Courtesy car available
Texas	KODO	Odessa - Wildcatter Aviation	8/2024	Courtesy car available
Texas	KPSN	Palestine Municipal / Palestine Jet Center	4/2025	Mercedes
Texas	KPPA	Pampa - Lefors Field / Pampa Aircraft	4/2025	Courtesy car available
Texas	KPRX	Paris - Cox Field / City of Paris	8/2024	Courtesy car available
Texas	KPYX	Perryton - Ochiltree County Airport	8/2024	Courtesy transportation
Texas	KPVW	Plainview - Hale Co. / Tradewinds Aviation	8/2024	2 cars
Texas	KPEZ	Pleasanton Municipal	7/2024	Courtesy car available
Texas	KPKV	Port Lavaca - Calhoun County / Gateway Flight Center	8/2024	Car available
Texas	KPRS	Presidio - Lely International Airport	4/2025	2022 Chevy Malibu
Texas	F01	Quanah Municipal	2/2024	1 car; after hours; call for key location
Texas	KRFG	Refugio - Rooke Field / VanAir Aviation	3/2025	Car reportedly available; call first; hard to reach
Texas	KRKP	Rockport - Aransas Co.	4/2025	3 cars: Journey SUV, Ram truck, Charger
Texas	F46	Rockwall Municipal - Texas Air	7/2024	Courtesy car available
Texas	KSJT	San Angelo - Mathis Field / Ranger Aviation & Skyline	8/2024	2 Ford Focus and van at Ranger; others at Skyline
Texas	KSAT	San Antonio - Skyplace & Million Air	7/2024	Courtesy transportation at multiple FBOs
Texas	5C1	San Antonio - Boerne Stage Field	4/2025	2 Lincolns; free short hops; $30 overnight
Texas	KSSF	San Antonio - Stinson Municipal / Gate One	4/2025	Courtesy car available; cafe on field
Texas	KSWI	Sherman Municipal	4/2025	City courtesy car; usually cheap fuel too
Texas	KGYI	Sherman/Denison Regional - Lake Texahoma Jet	8/2024	Car; no reservations
Texas	84R	Smithville - Crawford Municipal	7/2024	3 ex-city mid-size SUVs
Texas	KSNK	Snyder - Winston Field	8/2024	Courtesy car available
Texas	KSOA	Sonora Municipal	2/2026	Chevy Tahoe municipal vehicle; in-town use
Texas	KSEP	Stephenville - Clark Regional	8/2024	Courtesy car; Hard-Eight BBQ on field
Texas	KSLR	Sulphur Springs Municipal	8/2024	2 vehicles
Texas	KTPL	Temple - Draughon-Miller Central Texas Regional	8/2024	4 cars; reasonable fuel
Texas	KTYR	Tyler - Pounds Regional / Jet Center	8/2024	1 car; 2-hour limit
Texas	KUVA	Uvalde - Garner Field / Uvalde Flight Center	8/2024	Courtesy car; cafe on field
Texas	F05	Vernon - Wilbarger Co.	8/2024	Cars available
Texas	KVCT	Victoria Regional - Victoria Jet Center	8/2024	3-4 cars; cafe on field
Texas	KACT	Waco Regional - Texas Aero	8/2024	2 late model cars; mogas
Texas	KCNW	TSTC Waco - Servion	8/2024	Courtesy car available
Texas	KPWG	Waco - McGregor Exec / Jag Aviation	8/2024	Courtesy car available
Texas	KTXW	Weslaco - Mid Valley Airport	8/2024	Courtesy car available
Texas	KARM	Wharton Regional - Chevy Tahoe	4/2025	Chevy Tahoe; 9am-5pm M-Sat; 24/7 with arrangement
Texas	KCWC	Wichita Falls - Kickapoo Downtown	8/2024	Courtesy transportation
Texas	76F	Wills Point - Van Zandt Co.	8/2024	Courtesy transportation
Texas	T90	Winnie/Stowall - Chambers County	8/2024	Car available
Texas	F51	Winnsboro Municipal	8/2024	2021 SUV; mogas; keys held by police
Utah	U52	Beaver Municipal	4/2025	1 car; call city office for lockbox number
Utah	KCDC	Cedar City Regional - Sphere One Aviation	8/2025	Car; management permission now required
Utah	1L7	Escalante Municipal - Gate One	8/2024	4 cars: Honda CRV, Nissan, Crown Vic, Chevy
Utah	KFOM	Fillmore Municipal	8/2025	1 car; airport manager lives on site
Utah	KHCR	Heber City Municipal - OK3 Air	8/2025	Courtesy car available
Utah	1L8	Hurricane - General Dick Stout Field	8/2025	Car; mogas UL91 nearby
Utah	KLGU	Logan - Cache / Leading Edge Aviation	8/2025	Buick LaCrosse
Utah	41U	Manti - Ephraim Airport	3/2026	Car; $5 half-day fee; book via QR code in pilot lounge
Utah	KCNY	Moab - Canyonlands Field / Redtail Aviation	8/2025	Car; 4-hour limit; $20 fuel surcharge; business hours
Utah	U14	Nephi	8/2025	Ford Crown Vic; call manager for lockbox combo
Utah	KOGD	Ogden - Skyshare	8/2025	Courtesy car available; cafe in terminal
Utah	KPVU	Provo Municipal - Signature	7/2025	Courtesy car available
Utah	KRIF	Richfield Municipal	8/2025	4 cars
Utah	U42	Salt Lake City - South Valley Regional	8/2025	Courtesy transportation
Utah	KSPK	Spanish Fork - Springville-Woodhouse Field / Utah Aviation	4/2025	Caravan; call to schedule
Utah	KSGU	St. George Municipal - Million Air & Sandstone Aviation	8/2025	Cars at multiple FBOs; Subaru SUV at Sandstone
Utah	KVEL	Vernal Regional - Classic Aviation & Dinaland Aviation	1/2026	White Pontiac at Classic; Tahoe and Taurus at Dinaland
Utah	KENV	Wendover Airport	8/2025	2 cars; $10 fee waived with fuel; casinos nearby
Vermont	KDDH	Bennington - William H Morse State Airport	8/2025	Gently used Subaru donated by local dealer
Vermont	KBTV	Burlington - Heritage Aviation	8/2025	2 Toyota Prius; friendly FBO with amenities
Vermont	KFSO	Highgate - Franklin County State / Border Air	8/2025	Courtesy car available
Vermont	KEFK	Newport State - Lakeview Aviation	8/2025	Car available; ask for Dan or Zach
Vermont	KRUT	Rutland - Modern Aviation	8/2025	Car; 2-hour limit with 10-gallon purchase
Vermont	VT47	Vernon - Miller Farm Airfield	9/2024	Pickup or Civic; STOL strip; call ahead; no fuel
Virginia	KVJI	Abingdon - Virginia Highlands Airport	8/2025	Chevy Impala; 7am-7pm; line guys have keys
Virginia	KBCB	Blacksburg - Virginia Tech/Montgomery Executive	4/2025	Ford Excursion; first come first served
Virginia	KCHO	Charlottesville - Albemarle / Landmark	4/2025	Several cars including Nissan Altima; fees apply
Virginia	W63	Clarksville - Lake Co Regional	8/2025	Silver Chevy sedan; by appointment only
Virginia	KCJR	Culpeper Regional	8/2025	Courtesy car available
Virginia	KDAN	Danville - AU Aviation	8/2025	Car; overnight used after SunNFun
Virginia	KEMV	Emporia - Greensville Regional	8/2025	Courtesy transportation
Virginia	KFVX	Farmville Regional	8/2025	Car available
Virginia	KFKN	Franklin Municipal - John Beverly Rose Airport	8/2025	Courtesy transportation
Virginia	KHLX	Galax - Hillsville Twin Co.	9/2024	2 cars
Virginia	KGVE	Gordonsville Municipal	8/2024	Courtesy car; M-F 8-5; call Sheriff other times
Virginia	0VG	Jonesville - Lee Co.	8/2025	Car available
Virginia	KJYO	Leesburg Exec - Kuhn Jet Center	4/2025	Courtesy car available
Virginia	KLUA	Luray Caverns Airport	8/2024	Crown Vic and Ford Escort
Virginia	KLYH	Lynchburg Regional - Freedom Aviation	8/2025	Courtesy car available
Virginia	KMKJ	Marion - Wytheville/Mountain Empire Airport	8/2025	Courtesy car available
Virginia	KMTV	Martinsville - Blue Ridge Airport	8/2025	Courtesy car; cafe and cheap fuel on field
Virginia	KMFV	Melfa - Accomack County / Ford Escape Hybrid	8/2025	Ford Escape Hybrid
Virginia	KORF	Norfolk International - Signature	4/2025	4 Nissan Altimas with ~4200 miles
Virginia	KOMH	Orange County Airport	8/2025	Ford Explorer; first come first served; 1-2 hours
Virginia	KPTB	Petersburg - Dinwiddie County	8/2025	2010 Nissan Cube; with fuel purchase; no landing/ramp fees
Virginia	KRIC	Richmond Intl - Million Air & Richmond Jet	2/2025	Cars at multiple FBOs
Virginia	KFCI	Richmond Exec - Chesterfield / Dominion Aviation	2/2025	Courtesy car available
Virginia	KOFP	Richmond/Ashland - Hanover Co Muni / Hova Flight	8/2025	Nice car; photo available
Virginia	KROA	Roanoke Regional - Signature	8/2025	Courtesy car available
Virginia	W75	Saluda - Hummel Field	2/2026	2017 Caprice; 3-hour max; first come first served
Virginia	KSHD	Staunton/Waynesboro/Harrisonburg - Shenandoah Valley Regional	8/2025	Courtesy car available
Virginia	KSFQ	Suffolk Executive Airport	8/2024	Car; mogas; great BBQ on field
Virginia	KXSA	Tappahannock - Essex Co.	8/2025	Car; manual transmission; call for availability
Virginia	KHWY	Warrenton - Fauquier Airport	9/2024	Car; 8am-5pm 7 days; first come first served
Washington	KAWO	Arlington Muni - Arlington Flight Services	8/2025	Car; overnight OK; call ahead
Washington	KBLI	Bellingham - Bellingham Aviation	7/2025	3 crew cars; $5 donation + top off advised
Washington	8S2	Cashmere - Dryden Airport	8/2024	Car; no reservations
Washington	KCLS	Chehalis - Centralia	8/2025	Car; new self-serve fuel installed
Washington	S10	Chelan	4/2025	Old police cruiser; keys in pilot lounge
Washington	63S	Colville Municipal	4/2025	2 well-maintained cars; $10/day
Washington	KDLS	Dalles Municipal / Hood Aero	9/2025	Honda Civic
Washington	68S	Davenport Airport	4/2025	Car; $5 donation; 15-mile radius; sign-out book
Washington	KDEW	Deer Park	4/2025	Car; keys in pilot lounge; manager usually on site
Washington	KORS	Eastsound - Orcas Island	7/2025	Mercury Sable and Toyota Corolla; $10 donation
Washington	3W7	Electric City - Grand Coulee Dam Airport	6/2025	Ford Taurus Wagon; Grand Coulee Dam nearby; camping
Washington	KELN	Ellensburg - Bowers Field / Aviation Services LLC	7/2024	2011 Dodge Grand Caravan
Washington	KEPH	Ephrata Muni	4/2025	Courtesy car available
Washington	KPAE	Everett - Paine Field / Castle & Cook	4/2025	Courtesy car available
Washington	S20	Goldendale Airport	4/2025	White Chevy Lumina; lockbox on door
Washington	KKLS	Kelso - SW Washington Regional / Cascade Air	4/2025	Courtesy car available
Washington	W10	Langley - Whidbey Air Park	4/2025	1990s Ford Taurus; cafe on field
Washington	KMWH	Moses Lake - Grant Co. / Million Air	8/2024	Courtesy car available
Washington	S35	Okanogan Legion Airport	8/2025	Free cars for local area
Washington	KOLM	Olympia Regional - Safety in Motion & Glacier Jet Center	4/2025	Honda Accord at Safety in Motion; also at Glacier Jet
Washington	KPSC	Pasco - Tri Cities / Bergstrom Aircraft	8/2025	Chevy Impala and Toyota Sienna minivan; call ahead
Washington	KCLM	Port Angeles - Fairchild Intl / Citizen Air	12/2025	Circa 2000 Dodge minivan; reservations accepted
Washington	S40	Prosser Airport	5/2025	Maroon GMC Yukon; call for key location
Washington	KPUW	Pullman/Moscow Regional	4/2025	Red van; overnight use possible; friendly staff
Washington	KRNT	Renton Airport - Vesper Aviation	8/2025	Car; 2-hour time limit
Washington	KRLD	Richland Airport - Sundance Aviation	8/2025	Courtesy car available
Washington	KBVS	Skagit Regional - Burlington/Mt Vernon / Corporate Air	1/2026	Car; Heritage Flight Museum on field
Washington	KSEA	Seattle - Tacoma Intl / Signature	8/2025	Courtesy transportation
Washington	KSFF	Spokane - Felts Field / Aero Center	8/2025	Car; 2 hours; first come first served; cafe on field
Washington	KGEG	Spokane International - Signature & Aero Center	8/2025	Late model Nissan Altima at Signature; 3-hour limit
Washington	KTIW	Tacoma Narrows / Pavco & Narrows Aviation	7/2025	Multiple cars at Pavco; 90-min free at Narrows
